,"页面URL","访问次数","访客数(UV)","新访客数","新访客比率","IP数","贡献浏览量","跳出率","平均访问时长","平均访问页数",
,"总计","127,241","110,430","64,169","58.11%","110,785","144,121","90.78%"," 00:02:09","1.13",
1,"http://www.1010jiajiao.com/xxyw/shiti_id_3c2f1bd2907a0b3dc180f79b3f867da2","541","476","390","81.93%","478","563","96.05%"," 00:02:01","1.04",
2,"http://www.1010jiajiao.com/xxyw/shiti_id_52ad43f8a289b8cba8643811c9a34a11","507","472","332","70.34%","471","576","89.64%"," 00:02:42","1.14",
3,"http://www.1010jiajiao.com/xxyw/shiti_id_0b610b6b071453d1cc1cfd2be177d20a","427","259","169","65.25%","261","465","96.45%"," 00:02:00","1.09",
4,"http://www.1010jiajiao.com/xxyw/shiti_id_ed5e18636a695f88e108d8c1ca22b4d2","367","358","271","75.7%","358","373","98.61%"," 00:01:34","1.02",
5,"http://www.1010jiajiao.com/xxyw/shiti_id_df12d29febf504799e34cba91e609c13","347","234","150","64.1%","240","369","95.66%"," 00:02:50","1.06",
6,"http://www.1010jiajiao.com/xxyw/shiti_id_cc1fc9d5ea884745f0eff5c60019d54f","256","214","181","84.58%","215","270","96.02%"," 00:01:51","1.05",
7,"http://www.1010jiajiao.com/xxyw/shiti_id_227c9e39179035af352020bb8852871d","249","236","181","76.69%","236","263","95.36%"," 00:02:12","1.06",
8,"http://www.1010jiajiao.com/xxyw/shiti_page_12305","247","221","167","75.57%","222","298","86.13%"," 00:01:37","1.21",
9,"http://www.1010jiajiao.com/xxyw/shiti_id_0934cd45e3af98a09b20e6c16c930aab","234","175","124","70.86%","176","248","96.54%"," 00:02:09","1.06",
10,"http://www.1010jiajiao.com/xxyw/index.php","222","222","129","58.11%","222","307","73.52%"," 00:00:50","1.38",
11,"http://www.1010jiajiao.com/xxyw/shiti_id_6f6efafd478765bd7ac779d9188f7df2","212","195","156","80%","195","235","94.26%"," 00:02:09","1.11",
12,"http://www.1010jiajiao.com/xxyw/shiti_id_086a596dcca87ac41d7d2d1fd0c0df74","196","180","137","76.11%","182","209","95.9%"," 00:02:07","1.07",
13,"http://www.1010jiajiao.com/xxyw/shiti_id_6863ee2b120f0c363986b587e9c56d16","175","128","51","39.84%","131","194","93.64%"," 00:02:25","1.11",
14,"http://www.1010jiajiao.com/xxyw/shiti_id_b9116c60a5c7743d68d5b6ecdf496369","153","119","69","57.98%","119","189","86.75%"," 00:02:15","1.24",
15,"http://www.1010jiajiao.com/xxyw/shiti_id_77df4776f97f290307a37ae4e0ed283c","153","142","125","88.03%","142","160","97.99%"," 00:01:52","1.05",
16,"http://www.1010jiajiao.com/xxyw/shiti_id_a027a8627a2baa64bab154478ace6751","153","125","95","76%","126","164","93.33%"," 00:02:07","1.07",
17,"http://www.1010jiajiao.com/xxyw/shiti_id_2ce2cd68b7815b4ff829c67b814cfa6e","145","110","75","68.18%","111","161","95.1%"," 00:02:09","1.11",
18,"http://www.1010jiajiao.com/xxyw/shiti_id_51904447d6d8e83b812e4452cf472fac","144","121","95","78.51%","122","156","95.71%"," 00:01:44","1.08",
19,"http://www.1010jiajiao.com/xxyw/shiti_id_6bf10a87d4f476d02da0a56c7e1da09d","143","133","107","80.45%","133","169","91.49%"," 00:02:21","1.18",
20,"http://www.1010jiajiao.com/xxyw/shiti_id_69c51c02ff33c4d08b432a1873710291","140","67","31","46.27%","70","146","98.53%"," 00:01:48","1.04",
21,"http://www.1010jiajiao.com/xxyw/shiti_id_49f2e6d0748b8b22c01691de3cdd1da9","136","108","83","76.85%","112","142","97.69%"," 00:01:55","1.04",
22,"http://www.1010jiajiao.com/xxyw/shiti_id_391f22a59d8a185e349008d332ab724c","129","111","65","58.56%","112","133","97.62%"," 00:02:02","1.03",
23,"http://www.1010jiajiao.com/xxyw/shiti_id_ef83fdb98d2a41396a652021573104d7","129","116","72","62.07%","118","138","94.4%"," 00:01:42","1.07",
24,"http://www.1010jiajiao.com/xxyw/shiti_id_8d368ec057062d820f060ca12f371509","125","98","45","45.92%","97","145","91.13%"," 00:01:54","1.16",
25,"http://www.1010jiajiao.com/xxyw/shiti_id_50ee4da9789dfcfb6db8130526b07022","125","109","73","66.97%","110","136","94.35%"," 00:02:39","1.09",
26,"http://www.1010jiajiao.com/xxyw/shiti_id_c215de528eeefa05f92ba1d7cdab7331","124","110","88","80%","110","130","96.69%"," 00:01:50","1.05",
27,"http://www.1010jiajiao.com/xxyw/shiti_id_af447f8cd03ef3cffec02214f3e58494","124","84","40","47.62%","85","135","92.56%"," 00:02:12","1.09",
28,"http://www.1010jiajiao.com/xxyw/shiti_id_f9e03e7e204854fb5eaa11872066542b","122","97","55","56.7%","96","138","89.26%"," 00:02:00","1.13",
29,"http://www.1010jiajiao.com/xxyw/shiti_id_74beaa30de0d0fa2d4f040e20f7bea20","121","100","85","85%","99","129","97.46%"," 00:01:50","1.07",
30,"http://www.1010jiajiao.com/xxyw/shiti_id_ab970b75657b8c28c3382472a6aeb711","121","108","87","80.56%","109","147","87.18%"," 00:02:08","1.21",
31,"http://www.1010jiajiao.com/xxyw/shiti_id_bb298d7745383958acff70066fe111e7","121","98","50","51.02%","98","130","94.96%"," 00:02:08","1.07",
32,"http://www.1010jiajiao.com/xxyw/shiti_id_aa0bcab0615fb074ef0fbbea97ccc0f0","117","96","45","46.88%","97","127","92.31%"," 00:03:02","1.09",
33,"http://www.1010jiajiao.com/xxyw/shiti_id_89e8e1dc8dbbfbef58a7bfba9aee2459","116","82","40","48.78%","82","133","89.66%"," 00:02:09","1.15",
34,"http://www.1010jiajiao.com/xxyw/shiti_id_3db761a43fba04e333ce2de0fc4b0bcb","112","79","44","55.7%","80","129","90.99%"," 00:02:33","1.15",
35,"http://www.1010jiajiao.com/xxyw/shiti_id_3c6affc73a781fa559531a3c9ca5f3bc","110","86","54","62.79%","86","116","96.3%"," 00:01:52","1.05",
36,"http://www.1010jiajiao.com/xxyw/shiti_id_1851a4fb7304f56ff52ada32cfbeaa3d","110","96","75","78.13%","97","121","93.46%"," 00:02:21","1.1",
37,"http://www.1010jiajiao.com/xxyw/shiti_id_095e2e0456580911fa5a7852f2316920","108","85","38","44.71%","85","123","88.89%"," 00:01:56","1.14",
38,"http://www.1010jiajiao.com/xxyw/shiti_page_9882","108","101","71","70.3%","101","124","87.5%"," 00:01:31","1.15",
39,"http://www.1010jiajiao.com/xxyw/shiti_id_f1034787699b784056ebc3b5aea7feb2","107","84","31","36.9%","84","119","91.59%"," 00:02:42","1.11",
40,"http://www.1010jiajiao.com/xxyw/shiti_id_d42627939bc4257975a98b942016d556","107","86","65","75.58%","86","120","90.48%"," 00:02:54","1.12",
41,"http://www.1010jiajiao.com/xxyw/shiti_page_2722","106","96","78","81.25%","96","116","92.38%"," 00:02:06","1.09",
42,"http://www.1010jiajiao.com/xxyw/shiti_id_bbe7f9a0a53333585b8c0a8bdfb1d921","105","87","69","79.31%","86","112","94.17%"," 00:01:53","1.07",
43,"http://www.1010jiajiao.com/xxyw/shiti_id_cc99da0cc90d358d92f0531ad3ad36b1","105","84","50","59.52%","85","116","92.23%"," 00:02:23","1.1",
